Brand Name,Meal Type,item_name,Calories,Protein_values,Total Fat_values,Total Carbohydrate_values,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,Source URL
Food Lion,"Breakfast Cereals, Ready To Eat","Lightly Sweetened Whole Grain Wheat Cereal, Bite-Sized Strawberry Frosted",152,4.0,0.8,36.8,147.2,16.0,7.2,170.39999999999998,0.04225352112676057,0.863849765258216,0.09389671361502348,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-lightly-sweetened-whole-grain-wheat-cereal-bite-sized-strawberry-frosted/6PU34aIRQASGFB0UCt3iGA
Food Lion,Soups,Chunky Baked Potatoes With Cheddar & Bacon,190,6.0,8.0,25.0,100.0,24.0,72.0,196.0,0.3673469387755102,0.5102040816326531,0.12244897959183673,https://www.calorieking.com/us/en/foods/f/calories-in-soups-chunky-baked-potatoes-with-cheddar-bacon/dvn76sA2Qc6FEpbKh7Yb6Q
Food Lion,Frozen Pizzas,"Crispy Thin Crust Pizza, White Cheese",900,42.0,50.0,72.0,288.0,168.0,450.0,906.0,0.4966887417218543,0.31788079470198677,0.18543046357615894,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-crispy-thin-crust-pizza-white-cheese/mRYPI-TxTeWpiKrP15mP5g
Food Lion,Canned Meals,Pork & Beans In Tomato Sauce,140,7.0,1.5,24.0,96.0,28.0,13.5,137.5,0.09818181818181818,0.6981818181818182,0.20363636363636364,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-pork-beans-in-tomato-sauce/9MbhMs46QaamfFWmznx0lg
Food Lion,"Breakfast Cereals, To Be Cooked","Oatmeal Cups Maple & Brown Sugar, Natural Maple-Type Flavor",160,2.0,1.0,36.0,144.0,8.0,9.0,161.0,0.055900621118012424,0.8944099378881988,0.049689440993788817,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-oatmeal-cups-maple-brown-sugar-natural-maple-type-flavor/5xzCBjLdS_SjIzQ-kKr6sA
Food Lion,Milk & Flavored Milk,Chocolate Milk,210,8.0,8.0,27.0,108.0,32.0,72.0,212.0,0.33962264150943394,0.5094339622641509,0.1509433962264151,https://www.calorieking.com/us/en/foods/f/calories-in-milk-flavored-milk-chocolate-milk/sUJA_vCJRfSxPV-DBFw6kw
Food Lion,Cookies,"Candy Gems Chips Delight, Chocolate Chip Cookies",85,1.0,4.5,11.0,44.0,4.0,40.5,88.5,0.4576271186440678,0.4971751412429379,0.04519774011299435,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-candy-gems-chips-delight-chocolate-chip-cookies/MuUPn97fTmyCfXs9PHKgDw
Food Lion,Frozen Pizzas,Supreme Crispy Thin Crust Pizza,350,10.0,13.0,47.0,188.0,40.0,117.0,345.0,0.3391304347826087,0.5449275362318841,0.11594202898550725,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-supreme-crispy-thin-crust-pizza/3cvo9jTEQvyv2mhtcb8M_A
Food Lion,Fish,Crunchy Breaded Fish Fillets,100,5.5,3.0,12.0,48.0,22.0,27.0,97.0,0.27835051546391754,0.4948453608247423,0.2268041237113402,https://www.calorieking.com/us/en/foods/f/calories-in-fish-crunchy-breaded-fish-fillets/-u0zpfZDSNSpgwKixv55sA
Food Lion,"Breakfast Cereals, Ready To Eat","Granola, Old-Fashioned Rolled Oats, Protein Oat & Honey",420,20.0,12.0,60.0,240.0,80.0,108.0,428.0,0.2523364485981308,0.5607476635514018,0.18691588785046728,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-granola-old-fashioned-rolled-oats-protein-oat-honey/PPjF5CrOSrCNVJ1gphYfpw
Food Lion,Fruit Snacks,Dried Cranberries,130,0.0,0.0,33.0,132.0,0.0,0.0,132.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-fruit-snacks-dried-cranberries/l3wqukXSR7KD8GfCZ32qYg
Food Lion,Granola Bars,Crunchy Granola Bars,190,4.0,6.0,30.0,120.0,16.0,54.0,190.0,0.28421052631578947,0.631578947368421,0.08421052631578947,https://www.calorieking.com/us/en/foods/f/calories-in-granola-bars-crunchy-granola-bars/LNmWIEL_TDSJke_8_688oQ
Food Lion,Cookies,Salted Caramel Fudge Cookies,80,0.5,3.5,11.0,44.0,2.0,31.5,77.5,0.4064516129032258,0.567741935483871,0.025806451612903226,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-salted-caramel-fudge-cookies/_kF9DUSNSc-oj4y7fO16Ug
Food Lion,Frozen Pizzas,"The Grillmaster, Bbq Chicken Pizza",340,15.0,11.0,45.0,180.0,60.0,99.0,339.0,0.2920353982300885,0.5309734513274337,0.17699115044247787,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-the-grillmaster-bbq-chicken-pizza/amBW5_7ARteeQF6fdhjZlw
Food Lion,"Breakfast Cereals, Ready To Eat","Simple Living, Oat Cereal",120,3.0,1.5,26.0,104.0,12.0,13.5,129.5,0.10424710424710425,0.803088803088803,0.09266409266409266,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-simple-living-oat-cereal/zPe2NEpnSBavg-2u_IfDPA
Food Lion,Soups,Beef Broth,10,2.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,1.0,https://www.calorieking.com/us/en/foods/f/calories-in-soups-beef-broth/zFKO4xRfRNmXeTCUxIwmZA
Food Lion,Waffles,"Waffles, Chocolate Chip",120,2.0,5.5,15.5,62.0,8.0,49.5,119.5,0.41422594142259417,0.5188284518828452,0.06694560669456066,https://www.calorieking.com/us/en/foods/f/calories-in-waffles-waffles-chocolate-chip/jwVgqZBkQASWCDik1m_RBQ
Food Lion,Cookies,Mini Chocolate Chip Cookies,40,0.7,1.5,6.0,24.0,2.8,13.5,40.3,0.3349875930521092,0.5955334987593053,0.06947890818858561,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-mini-chocolate-chip-cookies/h_ItIq8kQwqSiQM9yZJYog
Food Lion,Fruit Snacks,"Golden Delicious Apples, Sweet & Mild",130,1.0,0.0,34.0,136.0,4.0,0.0,140.0,0.0,0.9714285714285714,0.02857142857142857,https://www.calorieking.com/us/en/foods/f/calories-in-fruit-snacks-golden-delicious-apples-sweet-mild/KAA2d7ssSf-2NzvGZTdolQ
Food Lion,Canned or Bottled Fruits,Pineapple Tidbits In Juice,70,0.0,0.0,17.0,68.0,0.0,0.0,68.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-canned-or-bottled-fruits-pineapple-tidbits-in-juice/M-AdEsdRR6ygiF6t9kxijQ
Food Lion,Canned Meals,Traditional Pork & Beans In Tomato Sauce,110,6.0,1.0,23.0,92.0,24.0,9.0,125.0,0.072,0.736,0.192,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-traditional-pork-beans-in-tomato-sauce/zYolS1mYR2OOwxnzxeSv4w
Food Lion,Soups,Classic Condensed Chicken Noodle Soup,70,3.0,2.0,9.0,36.0,12.0,18.0,66.0,0.2727272727272727,0.5454545454545454,0.18181818181818182,https://www.calorieking.com/us/en/foods/f/calories-in-soups-classic-condensed-chicken-noodle-soup/cHOK2lCWQ5yNL5-x3Kai6w
Food Lion,Pastries,"Toaster Pastries, Frosted Cheery",200,2.0,5.0,37.0,148.0,8.0,45.0,201.0,0.22388059701492538,0.736318407960199,0.03980099502487562,https://www.calorieking.com/us/en/foods/f/calories-in-pastries-toaster-pastries-frosted-cheery/l3RNr8czTB6lDXIwlkJe8w
Food Lion,Frozen Vegetables,"Cut Leaf Spinach, frozen",30,2.0,0.0,3.0,12.0,8.0,0.0,20.0,0.0,0.6,0.4,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-cut-leaf-spinach-frozen/9bpJJeu-ThC1kAYhS3e9oA
Food Lion,Crackers,"Woven Wheats, Baked Whole Wheat Crackers, Original",120,3.0,4.0,20.0,80.0,12.0,36.0,128.0,0.28125,0.625,0.09375,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-woven-wheats-baked-whole-wheat-crackers-original/QdGEYUGtSouk3hwP-w99BQ
Food Lion,Candy,Hostess Mix,23,0.0,0.0,5.7,22.8,0.0,0.0,22.8,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-candy-hostess-mix/ncQTXN3nTdmZxXQorM4yeA
Food Lion,Crackers,"Crackers, Cream Cheese And Chive",200,3.0,10.0,24.0,96.0,12.0,90.0,198.0,0.45454545454545453,0.48484848484848486,0.06060606060606061,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-crackers-cream-cheese-and-chive/DqZcgPH7Qwq6xbkF2rFqag
Food Lion,Cookies,Fudge Covered Graham Cookies,47,0.3,2.0,6.3,25.2,1.2,18.0,44.4,0.40540540540540543,0.5675675675675675,0.02702702702702703,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-fudge-covered-graham-cookies/ZJjg1ueITV-xkzt__LoKdg
Food Lion,"Breakfast Cereals, To Be Cooked","Lower Sugar Instant Oatmeal, Apple & Cinnamon",110,3.0,1.5,23.0,92.0,12.0,13.5,117.5,0.1148936170212766,0.7829787234042553,0.10212765957446808,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-lower-sugar-instant-oatmeal-apple-cinnamon/nJs06USSTxq7iNQvp9qz7g
Food Lion,Candy,Mini Marshmallows,100,1.0,0.0,24.0,96.0,4.0,0.0,100.0,0.0,0.96,0.04,https://www.calorieking.com/us/en/foods/f/calories-in-candy-mini-marshmallows/87d0TCvsTnWkpRxDS4NsPg
Food Lion,Deli & Luncheon Meat,Sliced Bacon,45,2.0,3.5,0.0,0.0,8.0,31.5,39.5,0.7974683544303798,0.0,0.20253164556962025,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-bacon/-I7v8q3uSpie-UYlB-cnBA
Food Lion,Cookies,"Sweet & Crispy Graham Crackers, Honey, Reduced Fat",70,1.0,1.0,14.0,56.0,4.0,9.0,69.0,0.13043478260869565,0.8115942028985508,0.057971014492753624,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-sweet-crispy-graham-crackers-honey-reduced-fat/_XBz_dV8TwWpFt4mQkvb6g
Food Lion,Nut/Trail Mix,"Dry Roasted Peanuts, Honey Roasted",160,6.0,12.0,8.0,32.0,24.0,108.0,164.0,0.6585365853658537,0.1951219512195122,0.14634146341463414,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-dry-roasted-peanuts-honey-roasted/ocFAzPk_SPOalqV1VvhOZw
Food Lion,Frozen Pizzas,"Crispy Thin Crust Pizza, Margherita",440,21.0,24.0,36.0,144.0,84.0,216.0,444.0,0.4864864864864865,0.32432432432432434,0.1891891891891892,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-crispy-thin-crust-pizza-margherita/YywW1NK8Rz21aTTUdEJ1Vg
Food Lion,Cookies,"Fudge Drizzled Cookies, Caramel Coconut",65,0.5,3.0,9.0,36.0,2.0,27.0,65.0,0.4153846153846154,0.5538461538461539,0.03076923076923077,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-fudge-drizzled-cookies-caramel-coconut/hOQR2xG3QBqxW9YQiFGwKg
Food Lion,Packaged Meals,Hard & Soft Taco Dinner Kit,160,4.0,5.0,26.0,104.0,16.0,45.0,165.0,0.2727272727272727,0.6303030303030303,0.09696969696969697,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-hard-soft-taco-dinner-kit/9je7uugaQyG_KDNfobYOfA
Food Lion,Frozen Vegetables,French Fried Potatoes,160,2.0,8.0,21.0,84.0,8.0,72.0,164.0,0.43902439024390244,0.5121951219512195,0.04878048780487805,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-french-fried-potatoes/U81zZg5DT3KXO576IGHiEQ
Food Lion,Canned or Bottled Fruits,Whole Segments Mandarin Oranges In Light Syrup,160,0.0,0.0,38.0,152.0,0.0,0.0,152.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-canned-or-bottled-fruits-whole-segments-mandarin-oranges-in-light-syrup/PK03Fi34SAuPbKSFSmy5Cw
Food Lion,Frozen Vegetables,Restaurant Style French Fried Potatoes,130,2.0,3.0,20.0,80.0,8.0,27.0,115.0,0.23478260869565218,0.6956521739130435,0.06956521739130435,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-restaurant-style-french-fried-potatoes/woutf090T_yet9ltnuIGdw
Food Lion,Soups,"Chicken Noodle Ready to Serve Soup, Light, canned",70,6.0,1.5,8.0,32.0,24.0,13.5,69.5,0.19424460431654678,0.460431654676259,0.34532374100719426,https://www.calorieking.com/us/en/foods/f/calories-in-soups-chicken-noodle-ready-to-serve-soup-light-canned/ANgIz9rbR22l57FfUwx-ng
Food Lion,Cookies,Oatmeal Cremes Wrapped Cookies,170,1.0,7.0,24.0,96.0,4.0,63.0,163.0,0.38650306748466257,0.588957055214724,0.024539877300613498,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-oatmeal-cremes-wrapped-cookies/go0YeEjMTUeuzqdfMhP7nA
Food Lion,Soups,Lotsa' Noodles Condensed Soup,90,3.0,2.0,14.0,56.0,12.0,18.0,86.0,0.20930232558139536,0.6511627906976745,0.13953488372093023,https://www.calorieking.com/us/en/foods/f/calories-in-soups-lotsa-noodles-condensed-soup/UHqH5ghmRF2RtRu8cZalvw
Food Lion,"Breakfast Cereals, Ready To Eat",Tasteeos Sweetened Toasted Oat Cereal,110,2.0,1.5,22.0,88.0,8.0,13.5,109.5,0.1232876712328767,0.8036529680365296,0.0730593607305936,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-tasteeos-sweetened-toasted-oat-cereal/leIrDaQHTwGH0kUVvFEbhA
Food Lion,Soups,Condensed Vegetable With Beef Stock Soup,100,4.0,0.5,20.0,80.0,16.0,4.5,100.5,0.04477611940298507,0.7960199004975125,0.15920398009950248,https://www.calorieking.com/us/en/foods/f/calories-in-soups-condensed-vegetable-with-beef-stock-soup/rR1aRjwGSXquhUHf6bskTQ
Food Lion,Nut/Trail Mix,"Trail Mix, Breakfast Blend",140,2.0,8.0,17.0,68.0,8.0,72.0,148.0,0.4864864864864865,0.4594594594594595,0.05405405405405406,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-trail-mix-breakfast-blend/MMa9BhEeRq-ZdR9vKk_zdg
Food Lion,Cookies,"Cookies, Fudge Marshmallow Whirls",130,1.0,5.0,20.0,80.0,4.0,45.0,129.0,0.3488372093023256,0.6201550387596899,0.031007751937984496,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-cookies-fudge-marshmallow-whirls/TdhiUX6URfirs8M_y9YjaA
Food Lion,Soups,"Tomato Basil, Soup",110,2.0,3.5,16.0,64.0,8.0,31.5,103.5,0.30434782608695654,0.6183574879227053,0.07729468599033816,https://www.calorieking.com/us/en/foods/f/calories-in-soups-tomato-basil-soup/meYK85tpSISDNbvJe4Berw
Food Lion,Frozen Meals,Pepperoni Stuffed Sandwiches,340,11.0,15.0,40.0,160.0,44.0,135.0,339.0,0.39823008849557523,0.471976401179941,0.12979351032448377,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-pepperoni-stuffed-sandwiches/meVtInx3Qhy1Tn51foVG5g
Food Lion,Puddings,"Pudding Packs, Chocolate-Vanilla",110,1.0,2.5,20.0,80.0,4.0,22.5,106.5,0.2112676056338028,0.7511737089201878,0.03755868544600939,https://www.calorieking.com/us/en/foods/f/calories-in-puddings-pudding-packs-chocolate-vanilla/Pa9CHwnLQxGyAMPkNIKcNw
Food Lion,Frozen Pizzas,Pizza Bites,37,1.2,1.5,4.8,19.2,4.8,13.5,37.5,0.36,0.512,0.128,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-pizza-bites/8TILDChpQduwNlNCrJMIKg
Food Lion,"Breakfast Cereals, Ready To Eat",Granola Cereal,480,10.0,12.0,82.0,328.0,40.0,108.0,476.0,0.226890756302521,0.6890756302521008,0.08403361344537816,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-granola-cereal/3j2HKQTfQQqWuJ50SmkjRw
Food Lion,Frozen Yogurt,"Nonfat Frozen Yogurt, Peach",200,4.0,0.0,44.0,176.0,16.0,0.0,192.0,0.0,0.9166666666666666,0.08333333333333333,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-yogurt-nonfat-frozen-yogurt-peach/shkvpicGQqew5nSCaXeGPA
Food Lion,Tortilla Chips,100% White Corn Tortilla Rounds Chips,150,2.0,8.0,18.0,72.0,8.0,72.0,152.0,0.47368421052631576,0.47368421052631576,0.05263157894736842,https://www.calorieking.com/us/en/foods/f/calories-in-tortilla-chips-100-white-corn-tortilla-rounds-chips/KznY_y-PTRixp-LFT8fM8g
Food Lion,Candy,Gummi Bears,10,0.2,0.0,2.4,9.6,0.8,0.0,10.4,0.0,0.923076923076923,0.07692307692307693,https://www.calorieking.com/us/en/foods/f/calories-in-candy-gummi-bears/kTpg4ym6QcWMT4FeM-z3VA
Food Lion,Cakes,Chocolate Chip Brownies,210,2.0,8.0,33.0,132.0,8.0,72.0,212.0,0.33962264150943394,0.6226415094339622,0.03773584905660377,https://www.calorieking.com/us/en/foods/f/calories-in-cakes-chocolate-chip-brownies/6JJ29RSTSVONaa37HdiA9A
Food Lion,Desserts,Sugar Free Black Cherry Gelatin Bites,30,6.0,0.0,0.0,0.0,24.0,0.0,24.0,0.0,0.0,1.0,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-sugar-free-black-cherry-gelatin-bites/movK9z1QQIi2uE2yS3685g
Food Lion,Frozen Pizzas,"Crispy Thin Crust Pizza, Cheese",360,13.0,13.0,49.0,196.0,52.0,117.0,365.0,0.32054794520547947,0.536986301369863,0.14246575342465753,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-pizzas-crispy-thin-crust-pizza-cheese/bRSMrLv0SkGbvQE0HAqxow
Food Lion,Nut/Trail Mix,Trail Mix Fruit & Nut,480,8.0,18.0,84.0,336.0,32.0,162.0,530.0,0.30566037735849055,0.6339622641509434,0.06037735849056604,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-trail-mix-fruit-nut/vVdpKHOuRrGXf1mGDimfpg
Food Lion,Cookies,"Breakfast Biscuits, Blueberry",230,4.0,8.0,37.0,148.0,16.0,72.0,236.0,0.3050847457627119,0.6271186440677966,0.06779661016949153,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-breakfast-biscuits-blueberry/d6F7PjwvRduj688iBqoHwQ
Food Lion,Soups,"Chunky Chicken Noodle, Ready To Serve Soup",120,8.0,2.5,15.0,60.0,32.0,22.5,114.5,0.1965065502183406,0.5240174672489083,0.2794759825327511,https://www.calorieking.com/us/en/foods/f/calories-in-soups-chunky-chicken-noodle-ready-to-serve-soup/HDQFxK82RG-EMzqZ8sZCkA
Food Lion,Cookies,Penguin Crackers,2,0.0,0.0,0.3,1.2,0.0,0.0,1.2,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-penguin-crackers/Uu0kah6GQIiS843JTv0_HA
Food Lion,"Breakfast Cereals, Ready To Eat",Sugar Frosted Sweetened Puffed Wheat Cereal,110,2.0,0.0,24.0,96.0,8.0,0.0,104.0,0.0,0.9230769230769231,0.07692307692307693,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-sugar-frosted-sweetened-puffed-wheat-cereal/3WJmgGJfT6Kis_rVO0UdtA
Food Lion,Popcorn,"White Kettlecorn, Fudge Drizzled",110,1.0,5.0,15.0,60.0,4.0,45.0,109.0,0.41284403669724773,0.5504587155963303,0.03669724770642202,https://www.calorieking.com/us/en/foods/f/calories-in-popcorn-white-kettlecorn-fudge-drizzled/U-vfiu-WRRmIxrbp_JMBZQ
Food Lion,Pastries,"Toaster Pastries, Strawberry",200,2.0,5.0,37.0,148.0,8.0,45.0,201.0,0.22388059701492538,0.736318407960199,0.03980099502487562,https://www.calorieking.com/us/en/foods/f/calories-in-pastries-toaster-pastries-strawberry/J_bDpO9TQGCdm2Hw4upnCQ
Food Lion,Soups,Classic Condensed Cream Of Celery Soup,100,1.0,7.0,9.0,36.0,4.0,63.0,103.0,0.6116504854368932,0.34951456310679613,0.038834951456310676,https://www.calorieking.com/us/en/foods/f/calories-in-soups-classic-condensed-cream-of-celery-soup/ZyYK7K3qR1OVvSL5F7UQCA
Food Lion,Nut/Trail Mix,Dry Roasted Sunflower Kernels,160,5.0,13.0,7.0,28.0,20.0,117.0,165.0,0.7090909090909091,0.1696969696969697,0.12121212121212122,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-dry-roasted-sunflower-kernels/XTOKmwoUSwmZ8R25k0ZlEg
Food Lion,"Breakfast Cereals, Ready To Eat",Crispy Rice & Wheat Flakes With Real Almonds & Vanilla Flavor,110,2.0,1.5,25.0,100.0,8.0,13.5,121.5,0.1111111111111111,0.823045267489712,0.06584362139917696,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-crispy-rice-wheat-flakes-with-real-almonds-vanilla-flavor/g0N6uChOQJas60Ew-u8scA
Food Lion,Granola Bars,Dipped Chewy Granola Bars,140,2.0,6.0,19.0,76.0,8.0,54.0,138.0,0.391304347826087,0.5507246376811594,0.057971014492753624,https://www.calorieking.com/us/en/foods/f/calories-in-granola-bars-dipped-chewy-granola-bars/5_QbwS_qQm2h7MhIHpBSmw
Food Lion,Nut/Trail Mix,Sunflower Kernels,160,5.0,14.0,7.0,28.0,20.0,126.0,174.0,0.7241379310344828,0.16091954022988506,0.11494252873563218,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-sunflower-kernels/n1SUH5tmR9Kqw_wjHk-_Hg
Food Lion,Ice Cream,"Ice Cream, Fudge Swirl",130,2.0,6.0,18.0,72.0,8.0,54.0,134.0,0.40298507462686567,0.5373134328358209,0.05970149253731343,https://www.calorieking.com/us/en/foods/f/calories-in-ice-cream-ice-cream-fudge-swirl/dSAga_TMQi6qCyAsvYyyCA
Food Lion,Soups,"Condensed Cream Of Chicken Soup, Classic",90,3.0,6.0,7.0,28.0,12.0,54.0,94.0,0.574468085106383,0.2978723404255319,0.1276595744680851,https://www.calorieking.com/us/en/foods/f/calories-in-soups-condensed-cream-of-chicken-soup-classic/Zvi9J8XtRHiuTwRmnyj_pg
Food Lion,Frozen Meals,"Breaded Chicken Sandwich, frozen",410,18.0,13.0,54.0,216.0,72.0,117.0,405.0,0.28888888888888886,0.5333333333333333,0.17777777777777778,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-breaded-chicken-sandwich-frozen/ODGp3Rr5QweKdfXxiW4eRw
Food Lion,Canned or Bottled Fruits,"Pineapple Chunks In Juice, Pineapple",140,0.0,0.0,34.0,136.0,0.0,0.0,136.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-canned-or-bottled-fruits-pineapple-chunks-in-juice-pineapple/UQcyrglSRQqOXxv018THwA
Food Lion,Nut Spreads,Hazelnut Spread,105,1.0,7.0,9.5,38.0,4.0,63.0,105.0,0.6,0.3619047619047619,0.0380952380952381,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-hazelnut-spread/HKyRN1wSSP2lDxH25YfFMQ
Food Lion,"Breakfast Cereals, Ready To Eat",Sweetened Multi-Grain Cereal,100,1.0,,23.0,92.0,4.0,,,,,,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-sweetened-multi-grain-cereal/LrveX5EwQueQSo3IonZ9xg
Food Lion,Cookies,Fudge Covered Peanut Butter Filled Cookies,70,1.0,4.0,7.5,30.0,4.0,36.0,70.0,0.5142857142857142,0.42857142857142855,0.05714285714285714,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-fudge-covered-peanut-butter-filled-cookies/Mh6-nnBrRXq2Qs8Iu9gLKA
Food Lion,Soups,Classic Condensed Tomato Soup,90,2.0,0.0,20.0,80.0,8.0,0.0,88.0,0.0,0.9090909090909091,0.09090909090909091,https://www.calorieking.com/us/en/foods/f/calories-in-soups-classic-condensed-tomato-soup/MPgU9hKiSQehnxqIFYToZA
Food Lion,Fresh Fruits,"Mixed Fruit in Naturally Flavored Light Syrup, Plastic Bowls",80,1.0,0.0,18.0,72.0,4.0,0.0,76.0,0.0,0.9473684210526315,0.05263157894736842,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-fruits-mixed-fruit-in-naturally-flavored-light-syrup-plastic-bowls/qmvK721dSECQ5EM_xYshKw
Food Lion,Frozen Meals,Sliders Mini Cheeseburgers,165,6.5,7.0,17.0,68.0,26.0,63.0,157.0,0.4012738853503185,0.43312101910828027,0.16560509554140126,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-sliders-mini-cheeseburgers/fQ3XIcrZS0GfLKX-ZLrrtA
Food Lion,Packaged Meals,"Deluxe Macaroni & Cheese Dinner, Sharp Cheddar",330,12.0,9.0,48.0,192.0,48.0,81.0,321.0,0.2523364485981308,0.5981308411214953,0.14953271028037382,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-deluxe-macaroni-cheese-dinner-sharp-cheddar/7eyUxzbWS92x6Qcy6SQGIQ
Food Lion,Yogurts,"Nonfat Yogurt, Vanilla, Light, No Sugar Added",80,6.0,0.0,14.0,56.0,24.0,0.0,80.0,0.0,0.7,0.3,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-nonfat-yogurt-vanilla-light-no-sugar-added/lo6C9x57Tw2gM5qcP9642Q
Food Lion,Frozen Meals,"Mashed Potatoes, Garlic",150,3.0,6.0,21.0,84.0,12.0,54.0,150.0,0.36,0.56,0.08,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-mashed-potatoes-garlic/zYQOv9YqS8ODk3sNl6lZMw
Food Lion,Milk & Flavored Milk,1% Low Fat Chocolate Milk,180,8.0,3.0,31.0,124.0,32.0,27.0,183.0,0.14754098360655737,0.6775956284153005,0.17486338797814208,https://www.calorieking.com/us/en/foods/f/calories-in-milk-flavored-milk-1-low-fat-chocolate-milk/qJwn7haFR0i-cZk_Wxcv8A
Food Lion,"Breakfast Cereals, To Be Cooked","Instant Oatmeal, Raisins & Spice",150,3.0,1.5,33.0,132.0,12.0,13.5,157.5,0.08571428571428572,0.8380952380952381,0.0761904761904762,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-to-be-cooked-instant-oatmeal-raisins-spice/rta20zjhRiif63pTAAt0vA
Food Lion,Pretzels,"Mini Pretzels, Baked",120,3.0,1.0,25.0,100.0,12.0,9.0,121.0,0.0743801652892562,0.8264462809917356,0.09917355371900827,https://www.calorieking.com/us/en/foods/f/calories-in-pretzels-mini-pretzels-baked/xE_w4uyxTwK2b0Ryr5dFiQ
Food Lion,"Breakfast Cereals, Ready To Eat",Quick Oats,150,5.0,2.5,28.0,112.0,20.0,22.5,154.5,0.14563106796116504,0.7249190938511327,0.12944983818770225,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-quick-oats/apvCyF2aTOiIpLOOKxEsyA
Food Lion,Pancakes,"French Toast Sticks, Cinnamon",340,5.0,14.0,47.0,188.0,20.0,126.0,334.0,0.3772455089820359,0.562874251497006,0.059880239520958084,https://www.calorieking.com/us/en/foods/f/calories-in-pancakes-french-toast-sticks-cinnamon/uQ_DbbbJT520p6bT73kwbA
