Brand Name,Meal Type,item_name,Calories,Protein_values,Total Fat_values,Total Carbohydrate_values,carbs_calories,protein_calories,fat_calories,f_c_p,pct_fat,pct_carbs,pct_protein,Source URL
Kroger,Nut Spreads,"Peanut Butter, Creamy",180,7.0,15.0,7.0,28.0,28.0,135.0,191.0,0.7068062827225131,0.14659685863874344,0.14659685863874344,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-peanut-butter-creamy/rcgTelvoRvGwmZnq3xkwsA
Kroger,Cheese,Mozzarella Low Moisture Part Skim,80,8.0,5.0,0.5,2.0,32.0,45.0,79.0,0.569620253164557,0.02531645569620253,0.4050632911392405,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-mozzarella-low-moisture-part-skim/J9P0VGZQSce4LQCNe3qxEA
Kroger,Fish,Raw Pollock Fillets,80,18.0,0.5,0.0,0.0,72.0,4.5,76.5,0.058823529411764705,0.0,0.9411764705882353,https://www.calorieking.com/us/en/foods/f/calories-in-fish-raw-pollock-fillets/plP3-FlKQRSdDuZI3ytPIg
Kroger,Frozen Meals,"Rice Bowl, Teriyaki",320,16.5,2.0,59.0,236.0,66.0,18.0,320.0,0.05625,0.7375,0.20625,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-rice-bowl-teriyaki/7f1ERlNFRl2tLAT11u9e-g
Kroger,Milk & Flavored Milk,2% Reduced Fat Milk,120,8.0,5.0,12.0,48.0,32.0,45.0,125.0,0.36,0.384,0.256,https://www.calorieking.com/us/en/foods/f/calories-in-milk-flavored-milk-2-reduced-fat-milk/yw0BTl06Qlyrqmmf9118xQ
Kroger,Cheese,"Double Pizza, shredded",90,7.0,7.0,1.0,4.0,28.0,63.0,95.0,0.6631578947368421,0.042105263157894736,0.29473684210526313,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-double-pizza-shredded/MMDKQxgzTpuT9n1NsET9jw
Kroger,Breads,"Jumbo Hamburger, White, Enriched Buns",200,6.0,2.5,39.0,156.0,24.0,22.5,202.5,0.1111111111111111,0.7703703703703704,0.11851851851851852,https://www.calorieking.com/us/en/foods/f/calories-in-breads-jumbo-hamburger-white-enriched-buns/PiLn3OF5QEu-0dw2CtqksQ
Kroger,Salad Dressings,Ranch w. Bacon,120,1.0,13.0,1.0,4.0,4.0,117.0,125.0,0.936,0.032,0.032,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-ranch-w-bacon/H-iG9ieOQd-8gQ7X_xceWw
Kroger,Packaged Vegetables,Kosher Dill Spears,4,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-vegetables-kosher-dill-spears/WiyN8oLCTpKpNyqci_VjfA
Kroger,Cottage Cheese,"Carbmaster, Strawberry Rhubarb Low Fat Cottage Cheese with Cultured Dairy Blend",110,15.0,2.5,7.0,28.0,60.0,22.5,110.5,0.20361990950226244,0.25339366515837103,0.5429864253393665,https://www.calorieking.com/us/en/foods/f/calories-in-cottage-cheese-carbmaster-strawberry-rhubarb-low-fat-cottage-cheese-with-cultured-dairy-blend/lylSOxJOQ6CZcOVCFmiilQ
Kroger,Packaged Meals,Fried Rice As Packaged,230,8.0,2.0,48.0,192.0,32.0,18.0,242.0,0.0743801652892562,0.7933884297520661,0.1322314049586777,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-fried-rice-as-packaged/OrbB8-f7SWecfPByVDJvFw
Kroger,Creamers,"Coffee Creamer, Vanilla Caramel",35,0.0,1.5,6.0,24.0,0.0,13.5,37.5,0.36,0.64,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-creamers-coffee-creamer-vanilla-caramel/5lVazPx-QliC8MUfHx-6Pw
Kroger,Canned Meals,Ham Spread,110,9.0,8.0,0.0,0.0,36.0,72.0,108.0,0.6666666666666666,0.0,0.3333333333333333,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-ham-spread/J2baIsRlSHSkl6NJkezizQ
Kroger,Salad Dressings,Thousand Island Fat-Free,44,1.0,0.0,10.0,40.0,4.0,0.0,44.0,0.0,0.9090909090909091,0.09090909090909091,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-thousand-island-fat-free/OFePH5mhSgOB_JlzYxJ-mw
Kroger,Crackers,Zips Party Reduced-Fat,64,0.5,2.0,11.0,44.0,2.0,18.0,64.0,0.28125,0.6875,0.03125,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-zips-party-reduced-fat/qgLehvwsRVuD2ee8Pj4ySg
Kroger,Frozen Meals,Crab Cakes,190,11.5,13.0,7.0,28.0,46.0,117.0,191.0,0.612565445026178,0.14659685863874344,0.24083769633507854,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-crab-cakes/A91UH7rEQ1K7Gf6HVXVClg
Kroger,Frozen Vegetables,"Southern Style, Hash Browns, Diced Potatoes",23,0.3,0.0,5.3,21.2,1.2,0.0,22.4,0.0,0.9464285714285715,0.053571428571428575,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-vegetables-southern-style-hash-browns-diced-potatoes/0i6ZoLxfRE6nmCcrtAZ3Yw
Kroger,Yogurts,"Fat-Free, Vanilla",200,12.0,0.0,39.0,156.0,48.0,0.0,204.0,0.0,0.7647058823529411,0.23529411764705882,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-fat-free-vanilla/-ZHOVoyZTP6rr1thtF_Cjw
Kroger,Creamers,"Coffee, Fat-Free & Lactose Free, Hazelnut",35,0.0,1.5,6.0,24.0,0.0,13.5,37.5,0.36,0.64,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-creamers-coffee-fat-free-lactose-free-hazelnut/PB9SdTgzQ52IqXJvkb-8Qw
Kroger,Bagels,"100% Whole Wheat Bagels, Pre-Sliced",220,12.0,2.0,46.0,184.0,48.0,18.0,250.0,0.072,0.736,0.192,https://www.calorieking.com/us/en/foods/f/calories-in-bagels-100-whole-wheat-bagels-pre-sliced/o4RjREeITcqT0SLG23SWCg
Kroger,Deli & Luncheon Meat,Sliced Chicken,120,12.0,7.0,1.0,4.0,48.0,63.0,115.0,0.5478260869565217,0.034782608695652174,0.41739130434782606,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-chicken/F7HTSRqdRdaWl82sMweKsg
Kroger,"Breakfast Cereals, Ready To Eat","Steel Cut Oats, 100% Whole Grain",150,5.0,2.5,27.0,108.0,20.0,22.5,150.5,0.14950166112956811,0.717607973421927,0.132890365448505,https://www.calorieking.com/us/en/foods/f/calories-in-breakfast-cereals-ready-to-eat-steel-cut-oats-100-whole-grain/JmeixGA6TJmvl9dJvdiVng
Kroger,Crackers,Grahams Cinnamon,130,2.0,3.0,25.0,100.0,8.0,27.0,135.0,0.2,0.7407407407407407,0.05925925925925926,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-grahams-cinnamon/lNakRsm_QWus2QyEaPYPHg
Kroger,Sports Bars,"High Fibre, Oats & Chocolate Chewy Bars",140,2.0,4.0,29.0,116.0,8.0,36.0,160.0,0.225,0.725,0.05,https://www.calorieking.com/us/en/foods/f/calories-in-sports-bars-high-fibre-oats-chocolate-chewy-bars/DWOrH9VKRqe-bUlsrgChcA
Kroger,Deli & Luncheon Meat,Sliced Italian Dry Salame,100,7.0,7.0,1.0,4.0,28.0,63.0,95.0,0.6631578947368421,0.042105263157894736,0.29473684210526313,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-italian-dry-salame/Q6RAgPteQ821ORTtmK0Kng
Kroger,Yogurts,"Carbmaster, Cultured Dairy Blend, Blueberry Muffin",70,9.0,1.5,5.0,20.0,36.0,13.5,69.5,0.19424460431654678,0.28776978417266186,0.5179856115107914,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-carbmaster-cultured-dairy-blend-blueberry-muffin/t5blG2W7SoidGMIfatV-Lg
Kroger,Crackers,Cheese Bits,137,3.0,5.0,20.0,80.0,12.0,45.0,137.0,0.3284671532846715,0.583941605839416,0.08759124087591241,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-cheese-bits/rVw3acgqT_-7z966iz6U_w
Kroger,Packaged Meals,Noodles & Sauce Stroganoff As Packaged,230,5.0,2.0,47.0,188.0,20.0,18.0,226.0,0.07964601769911504,0.831858407079646,0.08849557522123894,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-noodles-sauce-stroganoff-as-packaged/xK-0Rux-TbSMrjMnxAFctA
Kroger,Cooking Sauces,Marinade Lemon & Pepper,80,0.0,0.0,20.0,80.0,0.0,0.0,80.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-cooking-sauces-marinade-lemon-pepper/DPjtQWSvSd-esZP1aIRpHA
Kroger,Potato Chips,"Mini Crisps, Cheddar Rice Snacks",62,1.0,2.0,10.0,40.0,4.0,18.0,62.0,0.2903225806451613,0.6451612903225806,0.06451612903225806,https://www.calorieking.com/us/en/foods/f/calories-in-potato-chips-mini-crisps-cheddar-rice-snacks/hvdmp4zxQvaiIZoAcWP5hw
Kroger,Yogurts,"Carbmaster, Raspberry",80,12.0,1.5,4.0,16.0,48.0,13.5,77.5,0.17419354838709677,0.2064516129032258,0.6193548387096774,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-carbmaster-raspberry/dwHxKwAVTwq7BbTty4YxSA
Kroger,Fish,"Oven Ready Breaded Coconut Shrimp, without dipping sauce",310,11.0,18.0,24.0,96.0,44.0,162.0,302.0,0.5364238410596026,0.31788079470198677,0.1456953642384106,https://www.calorieking.com/us/en/foods/f/calories-in-fish-oven-ready-breaded-coconut-shrimp-without-dipping-sauce/rSJXRgyhS4WkmO95jGzJOg
Kroger,Frozen Meals,"Oven Ready Breaded, Calamari Rings",200,7.0,11.0,19.0,76.0,28.0,99.0,203.0,0.4876847290640394,0.37438423645320196,0.13793103448275862,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-oven-ready-breaded-calamari-rings/XXFUutiRSkyqQtXN0d95Ew
Kroger,Yogurts,Fruit on the Bottom: Blueberry (west coast),223,8.0,3.0,41.0,164.0,32.0,27.0,223.0,0.1210762331838565,0.7354260089686099,0.14349775784753363,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-fruit-on-the-bottom-blueberry-west-coast/uR_OKz5KRwiAtDNwJ_y3cQ
Kroger,Salad Dressings,Chunky Bleu Cheese,150,1.0,16.0,2.0,8.0,4.0,144.0,156.0,0.9230769230769231,0.05128205128205128,0.02564102564102564,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-chunky-bleu-cheese/eQcr-2Z8R064xYjeHh_nRA
Kroger,Salad Dressings,Lite Zesty Italian,34,0.0,2.0,4.0,16.0,0.0,18.0,34.0,0.5294117647058824,0.47058823529411764,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-lite-zesty-italian/TvF0IMeeRS6rpG3_U8pylg
Kroger,Grains,"Garden Vegetable Rice, 90 Second Rice, Microwaveable",280,5.0,4.0,55.0,220.0,20.0,36.0,276.0,0.13043478260869565,0.7971014492753623,0.07246376811594203,https://www.calorieking.com/us/en/foods/f/calories-in-grains-garden-vegetable-rice-90-second-rice-microwaveable/gxLrLCd7TzyDuTCUPXh20g
Kroger,Crackers,"Baked Wheat Crisps Snack Pack, 50% less fat",135,4.0,3.0,23.0,92.0,16.0,27.0,135.0,0.2,0.6814814814814815,0.11851851851851852,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-baked-wheat-crisps-snack-pack-50-less-fat/qNI8bED5T2GIuGykR4gZ5w
Kroger,Deli & Luncheon Meat,Sliced Turkey Pepperoni,80,8.0,4.5,0.5,2.0,32.0,40.5,74.5,0.5436241610738255,0.026845637583892617,0.42953020134228187,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-sliced-turkey-pepperoni/InYqwk8LStu8ZPztBTU5zQ
Kroger,"Franks, Wieners & Sausages",Smoked Sausage,180,6.0,17.0,2.0,8.0,24.0,153.0,185.0,0.827027027027027,0.043243243243243246,0.12972972972972974,https://www.calorieking.com/us/en/foods/f/calories-in-franks-wieners-sausages-smoked-sausage/GHrSuktZTIu2p4g3SCOSGA
Kroger,Yogurts,"Blended, All Other Flavors",250,10.0,2.5,47.0,188.0,40.0,22.5,250.5,0.08982035928143713,0.7504990019960079,0.1596806387225549,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-blended-all-other-flavors/GQlNr7oYQ4WlB3gyraHhGQ
Kroger,Nut/Trail Mix,Salted Peanuts,160,7.0,14.0,5.0,20.0,28.0,126.0,174.0,0.7241379310344828,0.11494252873563218,0.16091954022988506,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-salted-peanuts/anmbYDYnRqOuMBnpurGw-Q
Kroger,Cookies,Fudgie Stripes Shortbread,160,1.0,8.0,21.0,84.0,4.0,72.0,160.0,0.45,0.525,0.025,https://www.calorieking.com/us/en/foods/f/calories-in-cookies-fudgie-stripes-shortbread/MSXjZf_PRlaRbNPj-pLlgw
Kroger,Sports Bars,"Sweet & Salty, Pretzel Bar, Peanut Chocolate Chunk",170,3.0,8.0,22.0,88.0,12.0,72.0,172.0,0.4186046511627907,0.5116279069767442,0.06976744186046512,https://www.calorieking.com/us/en/foods/f/calories-in-sports-bars-sweet-salty-pretzel-bar-peanut-chocolate-chunk/uJ4SLrlzQouS2lNO6V4MFA
Kroger,Fruit/Vegetable Juices & Juice Drinks,"100% Florida Orange Juice, Original",110,2.0,0.0,26.0,104.0,8.0,0.0,112.0,0.0,0.9285714285714286,0.07142857142857142,https://www.calorieking.com/us/en/foods/f/calories-in-fruitvegetable-juices-juice-drinks-100-florida-orange-juice-original/eJ0wObMWSWaAnq_eGZkFVQ
Kroger,Nut Spreads,Peanut Butter Crunchy,190,8.0,15.0,7.0,28.0,32.0,135.0,195.0,0.6923076923076923,0.14358974358974358,0.1641025641025641,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-peanut-butter-crunchy/FKaVr0CKS8O4jnHdhr2A0A
Kroger,Cooking Sauces,Marinade Mesquite,4,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-cooking-sauces-marinade-mesquite/fCzEjLCySqerXi4_-wBH7A
Kroger,Fresh or Dried Vegetables,"Fresh Selections, American Blend; Romain Lettuce, Iceberg Lettuce, Red Cabbage, Carrots & Radish",15,1.0,0.0,3.0,12.0,4.0,0.0,16.0,0.0,0.75,0.25,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-or-dried-vegetables-fresh-selections-american-blend-romain-lettuce-iceberg-lettuce-red-cabbage-carrots-radish/hpPMTZ4zTDmbRimWQc8d8g
Kroger,Sauces,Steak,15,0.0,0.0,3.0,12.0,0.0,0.0,12.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-steak/61zWl1R1Rdam9ELiSnj3TQ
Kroger,Yogurts,"Active Lifestyle, Vanilla",80,6.0,0.0,12.0,48.0,24.0,0.0,72.0,0.0,0.6666666666666666,0.3333333333333333,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-active-lifestyle-vanilla/k-LI-YwPSrqNtF2XSQfMtQ
Kroger,Cheese,"Mexican Style, Monterey-Jack, Mild Cheddar, Queso Quesadilla & Asadero Cheeses, All Natural, Finely Shredded",100,6.0,8.0,1.0,4.0,24.0,72.0,100.0,0.72,0.04,0.24,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-mexican-style-monterey-jack-mild-cheddar-queso-quesadilla-asadero-cheeses-all-natural-finely-shredded/Z4OXtABGQvaBpXTJGMvc9g
Kroger,Drink Mixes,"Frozen Concentrate, Lemonade, unprepared",120,0.5,0.0,28.0,112.0,2.0,0.0,114.0,0.0,0.9824561403508771,0.017543859649122806,https://www.calorieking.com/us/en/foods/f/calories-in-drink-mixes-frozen-concentrate-lemonade-unprepared/oiXZoGCxRqGLoKo78D2pXA
Kroger,Fish,"Portions, Batter Dip, frozen",130,5.8,7.0,11.0,44.0,23.2,63.0,130.2,0.48387096774193555,0.3379416282642089,0.1781874039938556,https://www.calorieking.com/us/en/foods/f/calories-in-fish-portions-batter-dip-frozen/7WJDyfa2R-61uNoADGzTrg
Kroger,Canned Meals,Corned Beef Hash,440,19.0,30.0,23.0,92.0,76.0,270.0,438.0,0.6164383561643836,0.2100456621004566,0.1735159817351598,https://www.calorieking.com/us/en/foods/f/calories-in-canned-meals-corned-beef-hash/PbMJGA39Q-GvyXBTwER-dw
Kroger,Packaged Meals,Kitchen Creations Three Cheese Skillet Dinner As Packaged,160,4.0,4.0,27.0,108.0,16.0,36.0,160.0,0.225,0.675,0.1,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-kitchen-creations-three-cheese-skillet-dinner-as-packaged/sC7mPtLeT1O5-U9nJiiYWQ
Kroger,Sauces,Barbecue Sweet N' Tangy Honey,60,0.0,0.0,14.0,56.0,0.0,0.0,56.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-barbecue-sweet-n-tangy-honey/S6zUt2LRSbWvXI_BZLBF4w
Kroger,Desserts,Sour Cream Original Blend,55,0.5,5.0,2.0,8.0,2.0,45.0,55.0,0.8181818181818182,0.14545454545454545,0.03636363636363636,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-sour-cream-original-blend/Jv-WAYR5TNmXqmx5g26mTQ
Kroger,Crackers,Zips Party,80,0.5,4.0,10.0,40.0,2.0,36.0,78.0,0.46153846153846156,0.5128205128205128,0.02564102564102564,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-zips-party/OJejhCUDTF-4UstlJXZNtg
Kroger,Yogurts,"CarbMaster, Cultured Dairy Blend, Peach",70,9.0,1.5,5.0,20.0,36.0,13.5,69.5,0.19424460431654678,0.28776978417266186,0.5179856115107914,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-carbmaster-cultured-dairy-blend-peach/3IEMReKsTo2tvafBvVO08A
Kroger,Seasonings,Steak,8,1.0,0.0,1.0,4.0,4.0,0.0,8.0,0.0,0.5,0.5,https://www.calorieking.com/us/en/foods/f/calories-in-seasonings-steak/xw2Q3yDHTgmhTndNnLLPUQ
Kroger,Cooking Sauces,Marinade Herb & Garlic,8,0.0,0.0,2.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-cooking-sauces-marinade-herb-garlic/vhId4Mc3S4m_0IEWYhaDxg
Kroger,Yogurts,"Whipped Yogurt, average all flavors (east coast)",150,4.0,2.5,27.0,108.0,16.0,22.5,146.5,0.15358361774744028,0.7372013651877133,0.10921501706484642,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-whipped-yogurt-average-all-flavors-east-coast/El7F6Q1mTqyQQS-pe3DZ3g
Kroger,Jams,"Preserves, Strawberry",50,0.0,0.0,11.0,44.0,0.0,0.0,44.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-jams-preserves-strawberry/KcuEfKcSR2u7bR2U7NpjDA
Kroger,Salad Dressings,"Private Selection, Creamy Caesar",110,0.0,6.0,12.0,48.0,0.0,54.0,102.0,0.5294117647058824,0.47058823529411764,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-private-selection-creamy-caesar/B36zsHb2TZarpeDkLCXiww
Kroger,Sauces,Tartar,110,0.0,11.0,4.0,16.0,0.0,99.0,115.0,0.8608695652173913,0.1391304347826087,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-sauces-tartar/vTZLoEJYT0GxaAUNmgnVLw
Kroger,Nut Spreads,Peanut Butter Creamy Reduced-Fat,196,9.0,12.0,13.0,52.0,36.0,108.0,196.0,0.5510204081632653,0.2653061224489796,0.1836734693877551,https://www.calorieking.com/us/en/foods/f/calories-in-nut-spreads-peanut-butter-creamy-reduced-fat/KzcNqv5wR8-7p7WmjYcXHg
Kroger,Yogurts,Lite: Cherry Vanilla (west coast),100,9.0,0.0,16.0,64.0,36.0,0.0,100.0,0.0,0.64,0.36,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-cherry-vanilla-west-coast/UrvW3jCjQ3GoziQXfOm_QQ
Kroger,Packaged Meals,Beef Flavored Rice Prepared As Directed,280,8.0,6.0,50.0,200.0,32.0,54.0,286.0,0.1888111888111888,0.6993006993006993,0.11188811188811189,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-beef-flavored-rice-prepared-as-directed/pj_VFBxxSv-wtewrZ-P0tA
Kroger,Frozen Meals,"Rice Bowl, Alfredo",320,23.5,7.0,41.0,164.0,94.0,63.0,321.0,0.19626168224299065,0.5109034267912772,0.29283489096573206,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-rice-bowl-alfredo/2Bbq_Cu6QmuaUJB73x8cHg
Kroger,Yogurts,Lite: Key Lime (west coast),96,9.0,0.0,15.0,60.0,36.0,0.0,96.0,0.0,0.625,0.375,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-key-lime-west-coast/UHMvFhfbTNGwhnOkYBqdFg
Kroger,Yogurts,"Lite, Average All Flavors",100,9.0,0.0,17.0,68.0,36.0,0.0,104.0,0.0,0.6538461538461539,0.34615384615384615,https://www.calorieking.com/us/en/foods/f/calories-in-yogurts-lite-average-all-flavors/2pew2yozRdCKew6wojwYxg
Kroger,Drink Mixes,"Old Fashioned, Pink Lemonade, dry",70,0.0,0.0,17.0,68.0,0.0,0.0,68.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-drink-mixes-old-fashioned-pink-lemonade-dry/JMBQabGzQfmc2FNBoSmPRQ
Kroger,Salad Dressings,"Private Selection, Vinaigrettes, Asian",90,1.0,7.0,6.0,24.0,4.0,63.0,91.0,0.6923076923076923,0.26373626373626374,0.04395604395604396,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-private-selection-vinaigrettes-asian/4Zyl7U3QQECqYqupMgWKig
Kroger,Oils,"Bake Easy, Fat-Free Baking Spray",0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,https://www.calorieking.com/us/en/foods/f/calories-in-oils-bake-easy-fat-free-baking-spray/16OL_zNxQHu5-lMfjfalXw
Kroger,Frozen Meals,Grilled Fillet Lemon Pepper,100,17.5,3.0,1.0,4.0,70.0,27.0,101.0,0.26732673267326734,0.039603960396039604,0.693069306930693,https://www.calorieking.com/us/en/foods/f/calories-in-frozen-meals-grilled-fillet-lemon-pepper/1mk-FduqQR2Fbc5Wo19y_A
Kroger,Nut/Trail Mix,"Whole Cashews, Salted",160,5.0,13.0,8.0,32.0,20.0,117.0,169.0,0.6923076923076923,0.1893491124260355,0.11834319526627218,https://www.calorieking.com/us/en/foods/f/calories-in-nuttrail-mix-whole-cashews-salted/2MJgKdYxQ7S9GQJ-SzXMNA
Kroger,Salad Dressings,Creamy Ranch,130,0.0,14.0,2.0,8.0,0.0,126.0,134.0,0.9402985074626866,0.05970149253731343,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-creamy-ranch/qwhaLGrMSFayzHchWh0_xQ
Kroger,Desserts,"Cultured Dairy Confection, Peaches & Cream w. Natural Flavor Low-Fat",182,4.0,2.5,36.0,144.0,16.0,22.5,182.5,0.1232876712328767,0.7890410958904109,0.08767123287671233,https://www.calorieking.com/us/en/foods/f/calories-in-desserts-cultured-dairy-confection-peaches-cream-w-natural-flavor-low-fat/1YDfyKbSQ02Bk4at_Z8WXA
Kroger,Packaged Meals,Chicken Flavored Rice Prepared As Directed,290,8.0,7.0,51.0,204.0,32.0,63.0,299.0,0.21070234113712374,0.6822742474916388,0.10702341137123746,https://www.calorieking.com/us/en/foods/f/calories-in-packaged-meals-chicken-flavored-rice-prepared-as-directed/Qi_6NwudSUyds_gfTsNhow
Kroger,Spreads,65% Vegetable Oil,80,0.0,9.0,0.0,0.0,0.0,81.0,81.0,1.0,0.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-spreads-65-vegetable-oil/c5F6nH4uTce5h82jQe-m-A
Kroger,Deli & Luncheon Meat,Oven Roasted Cured Turkey Breast,90,9.0,5.0,2.0,8.0,36.0,45.0,89.0,0.5056179775280899,0.0898876404494382,0.4044943820224719,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-oven-roasted-cured-turkey-breast/LZvL-G9PQgm1KvHQyF1zLw
Kroger,Jams,"Jelly, Concorde Grape",50,0.0,0.0,13.0,52.0,0.0,0.0,52.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-jams-jelly-concorde-grape/JweUk_U-SROrq0wFqMvvVA
Kroger,Eggs,"Break-Free, Real Egg Product",30,6.0,0.0,1.0,4.0,24.0,0.0,28.0,0.0,0.14285714285714285,0.8571428571428571,https://www.calorieking.com/us/en/foods/f/calories-in-eggs-break-free-real-egg-product/3CcKnq-aT4CYzVQ0LlAgDQ
Kroger,Salad Dressings,Ranch Fat-Free,30,0.0,0.0,7.0,28.0,0.0,0.0,28.0,0.0,1.0,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-ranch-fat-free/Ud-HRWw8T4y94nCeHMF26Q
Kroger,Fresh or Dried Legumes (Beans),"Blackeye Peas, Fat Free Food",400,32.0,0.0,84.0,336.0,128.0,0.0,464.0,0.0,0.7241379310344828,0.27586206896551724,https://www.calorieking.com/us/en/foods/f/calories-in-fresh-or-dried-legumes-beans-blackeye-peas-fat-free-food/mBCHmnx5RmS3CK08wXGN1w
Kroger,Salad Dressings,"Private Selection, Vinaigrettes, Balsamic Basil",170,0.0,17.0,3.0,12.0,0.0,153.0,165.0,0.9272727272727272,0.07272727272727272,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-private-selection-vinaigrettes-balsamic-basil/hPm4404XTeC-Tg2JhnAcLw
Kroger,Salad Dressings,Balsamic Vinaigrette,90,0.0,9.0,2.0,8.0,0.0,81.0,89.0,0.9101123595505618,0.0898876404494382,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-balsamic-vinaigrette/AT9NZvIKSCaDp-NQ1QEomA
Kroger,Cheese,"Cream Whipped Spread, Soft",70,1.0,7.0,1.0,4.0,4.0,63.0,71.0,0.8873239436619719,0.056338028169014086,0.056338028169014086,https://www.calorieking.com/us/en/foods/f/calories-in-cheese-cream-whipped-spread-soft/Yft4YjPlTui3_NEB2sDJNg
Kroger,Crackers,Grahams Honey,120,2.0,3.0,20.0,80.0,8.0,27.0,115.0,0.23478260869565218,0.6956521739130435,0.06956521739130435,https://www.calorieking.com/us/en/foods/f/calories-in-crackers-grahams-honey/rfvBaNXAQ06GIEZu4ONKYA
Kroger,Deli & Luncheon Meat,Smoked Turkey Breast,90,9.0,5.0,2.0,8.0,36.0,45.0,89.0,0.5056179775280899,0.0898876404494382,0.4044943820224719,https://www.calorieking.com/us/en/foods/f/calories-in-deli-luncheon-meat-smoked-turkey-breast/fyRBm1sNSTGePEqRwnUQ5g
Kroger,Salad Dressings,Poppy Seed,158,0.0,14.0,8.0,32.0,0.0,126.0,158.0,0.7974683544303798,0.20253164556962025,0.0,https://www.calorieking.com/us/en/foods/f/calories-in-salad-dressings-poppy-seed/eyPblG9tQpyXepsmMa5hOg
Kroger,Canned Vegetables,Sweet Peas & Carrots,120,6.0,0.0,20.0,80.0,24.0,0.0,104.0,0.0,0.7692307692307693,0.23076923076923078,https://www.calorieking.com/us/en/foods/f/calories-in-canned-vegetables-sweet-peas-carrots/T_IYpuzZTlCObpEhkFgzYg
